id,QID,titleSlug,title,url,topic,tags,difficulty,type,prompt,examples_json,constraints,function_signature,choices_json,answer,explanation
lc-0951,951,flip-equivalent-binary-trees,Flip Equivalent Binary Trees,https://leetcode.com/problems/flip-equivalent-binary-trees/,tree,tree,unknown,coding,,,,,,,
lc-0952,952,largest-component-size-by-common-factor,Largest Component Size By Common Factor,https://leetcode.com/problems/largest-component-size-by-common-factor/,unknown,,unknown,coding,,,,,,,
lc-0953,953,verifying-an-alien-dictionary,Verifying An Alien Dictionary,https://leetcode.com/problems/verifying-an-alien-dictionary/,unknown,,unknown,coding,,,,,,,
lc-0954,954,array-of-doubled-pairs,Array Of Doubled Pairs,https://leetcode.com/problems/array-of-doubled-pairs/,arrays,arrays,unknown,coding,,,,,,,
lc-0955,955,delete-columns-to-make-sorted-ii,Delete Columns To Make Sorted Ii,https://leetcode.com/problems/delete-columns-to-make-sorted-ii/,unknown,,unknown,coding,,,,,,,
lc-0956,956,tallest-billboard,Tallest Billboard,https://leetcode.com/problems/tallest-billboard/,unknown,,unknown,coding,,,,,,,
lc-0957,957,prison-cells-after-n-days,Prison Cells After N Days,https://leetcode.com/problems/prison-cells-after-n-days/,unknown,,unknown,coding,,,,,,,
lc-0958,958,check-completeness-of-a-binary-tree,Check Completeness Of A Binary Tree,https://leetcode.com/problems/check-completeness-of-a-binary-tree/,tree,tree,unknown,coding,,,,,,,
lc-0959,959,regions-cut-by-slashes,Regions Cut By Slashes,https://leetcode.com/problems/regions-cut-by-slashes/,unknown,,unknown,coding,,,,,,,
lc-0960,960,delete-columns-to-make-sorted-iii,Delete Columns To Make Sorted Iii,https://leetcode.com/problems/delete-columns-to-make-sorted-iii/,unknown,,unknown,coding,,,,,,,
lc-0961,961,n-repeated-element-in-size-2n-array,N Repeated Element In Size 2n Array,https://leetcode.com/problems/n-repeated-element-in-size-2n-array/,arrays,arrays,unknown,coding,,,,,,,
lc-0962,962,maximum-width-ramp,Maximum Width Ramp,https://leetcode.com/problems/maximum-width-ramp/,unknown,,unknown,coding,,,,,,,
lc-0963,963,minimum-area-rectangle-ii,Minimum Area Rectangle Ii,https://leetcode.com/problems/minimum-area-rectangle-ii/,unknown,,unknown,coding,,,,,,,
lc-0964,964,least-operators-to-express-number,Least Operators To Express Number,https://leetcode.com/problems/least-operators-to-express-number/,unknown,,unknown,coding,,,,,,,
lc-0965,965,univalued-binary-tree,Univalued Binary Tree,https://leetcode.com/problems/univalued-binary-tree/,tree,tree,unknown,coding,,,,,,,
lc-0966,966,vowel-spellchecker,Vowel Spellchecker,https://leetcode.com/problems/vowel-spellchecker/,unknown,,unknown,coding,,,,,,,
lc-0967,967,numbers-with-same-consecutive-differences,Numbers With Same Consecutive Differences,https://leetcode.com/problems/numbers-with-same-consecutive-differences/,unknown,,unknown,coding,,,,,,,
lc-0968,968,binary-tree-cameras,Binary Tree Cameras,https://leetcode.com/problems/binary-tree-cameras/,tree,tree,unknown,coding,,,,,,,
lc-0969,969,pancake-sorting,Pancake Sorting,https://leetcode.com/problems/pancake-sorting/,unknown,,unknown,coding,,,,,,,
lc-0970,970,powerful-integers,Powerful Integers,https://leetcode.com/problems/powerful-integers/,unknown,,unknown,coding,,,,,,,
lc-0971,971,flip-binary-tree-to-match-preorder-traversal,Flip Binary Tree To Match Preorder Traversal,https://leetcode.com/problems/flip-binary-tree-to-match-preorder-traversal/,tree,tree,unknown,coding,,,,,,,
lc-0972,972,equal-rational-numbers,Equal Rational Numbers,https://leetcode.com/problems/equal-rational-numbers/,unknown,,unknown,coding,,,,,,,
lc-0973,973,k-closest-points-to-origin,K Closest Points To Origin,https://leetcode.com/problems/k-closest-points-to-origin/,unknown,,unknown,coding,,,,,,,
lc-0974,974,subarray-sums-divisible-by-k,Subarray Sums Divisible By K,https://leetcode.com/problems/subarray-sums-divisible-by-k/,arrays,arrays,unknown,coding,,,,,,,
lc-0975,975,odd-even-jump,Odd Even Jump,https://leetcode.com/problems/odd-even-jump/,unknown,,unknown,coding,,,,,,,
lc-0976,976,largest-perimeter-triangle,Largest Perimeter Triangle,https://leetcode.com/problems/largest-perimeter-triangle/,unknown,,unknown,coding,,,,,,,
lc-0977,977,squares-of-a-sorted-array,Squares Of A Sorted Array,https://leetcode.com/problems/squares-of-a-sorted-array/,arrays,arrays,unknown,coding,,,,,,,
lc-0978,978,longest-turbulent-subarray,Longest Turbulent Subarray,https://leetcode.com/problems/longest-turbulent-subarray/,arrays,arrays,unknown,coding,,,,,,,
lc-0979,979,distribute-coins-in-binary-tree,Distribute Coins In Binary Tree,https://leetcode.com/problems/distribute-coins-in-binary-tree/,tree,tree,unknown,coding,,,,,,,
lc-0980,980,unique-paths-iii,Unique Paths Iii,https://leetcode.com/problems/unique-paths-iii/,unknown,,unknown,coding,,,,,,,
lc-0981,981,time-based-key-value-store,Time Based Key Value Store,https://leetcode.com/problems/time-based-key-value-store/,unknown,,unknown,coding,,,,,,,
lc-0982,982,triples-with-bitwise-and-equal-to-zero,Triples With Bitwise And Equal To Zero,https://leetcode.com/problems/triples-with-bitwise-and-equal-to-zero/,bit,bit,unknown,coding,,,,,,,
lc-0983,983,minimum-cost-for-tickets,Minimum Cost For Tickets,https://leetcode.com/problems/minimum-cost-for-tickets/,unknown,,unknown,coding,,,,,,,
lc-0984,984,string-without-aaa-or-bbb,String Without Aaa Or Bbb,https://leetcode.com/problems/string-without-aaa-or-bbb/,strings,strings,unknown,coding,,,,,,,
lc-0985,985,sum-of-even-numbers-after-queries,Sum Of Even Numbers After Queries,https://leetcode.com/problems/sum-of-even-numbers-after-queries/,unknown,,unknown,coding,,,,,,,
lc-0986,986,interval-list-intersections,Interval List Intersections,https://leetcode.com/problems/interval-list-intersections/,unknown,,unknown,coding,,,,,,,
lc-0987,987,vertical-order-traversal-of-a-binary-tree,Vertical Order Traversal Of A Binary Tree,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/,tree,tree,unknown,coding,,,,,,,
lc-0988,988,smallest-string-starting-from-leaf,Smallest String Starting From Leaf,https://leetcode.com/problems/smallest-string-starting-from-leaf/,strings,strings,unknown,coding,,,,,,,
lc-0989,989,add-to-array-form-of-integer,Add To Array Form Of Integer,https://leetcode.com/problems/add-to-array-form-of-integer/,arrays,arrays,unknown,coding,,,,,,,
lc-0990,990,satisfiability-of-equality-equations,Satisfiability Of Equality Equations,https://leetcode.com/problems/satisfiability-of-equality-equations/,unknown,,unknown,coding,,,,,,,
lc-0991,991,broken-calculator,Broken Calculator,https://leetcode.com/problems/broken-calculator/,unknown,,unknown,coding,,,,,,,
lc-0992,992,subarrays-with-k-different-integers,Subarrays With K Different Integers,https://leetcode.com/problems/subarrays-with-k-different-integers/,arrays,arrays,unknown,coding,,,,,,,
lc-0993,993,cousins-in-binary-tree,Cousins In Binary Tree,https://leetcode.com/problems/cousins-in-binary-tree/,tree,tree,unknown,coding,,,,,,,
lc-0994,994,rotting-oranges,Rotting Oranges,https://leetcode.com/problems/rotting-oranges/,unknown,,unknown,coding,,,,,,,
lc-0995,995,minimum-number-of-k-consecutive-bit-flips,Minimum Number Of K Consecutive Bit Flips,https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips/,bit,bit,unknown,coding,,,,,,,
lc-0996,996,number-of-squareful-arrays,Number Of Squareful Arrays,https://leetcode.com/problems/number-of-squareful-arrays/,arrays,arrays,unknown,coding,,,,,,,
lc-0997,997,find-the-town-judge,Find The Town Judge,https://leetcode.com/problems/find-the-town-judge/,unknown,,unknown,coding,,,,,,,
lc-0998,998,maximum-binary-tree-ii,Maximum Binary Tree Ii,https://leetcode.com/problems/maximum-binary-tree-ii/,tree,tree,unknown,coding,,,,,,,
lc-0999,999,available-captures-for-rook,Available Captures For Rook,https://leetcode.com/problems/available-captures-for-rook/,unknown,,unknown,coding,,,,,,,
lc-1000,1000,minimum-cost-to-merge-stones,Minimum Cost To Merge Stones,https://leetcode.com/problems/minimum-cost-to-merge-stones/,unknown,,unknown,coding,,,,,,,
lc-1001,1001,grid-illumination,Grid Illumination,https://leetcode.com/problems/grid-illumination/,unknown,,unknown,coding,,,,,,,
lc-1002,1002,find-common-characters,Find Common Characters,https://leetcode.com/problems/find-common-characters/,unknown,,unknown,coding,,,,,,,
lc-1003,1003,check-if-word-is-valid-after-substitutions,Check If Word Is Valid After Substitutions,https://leetcode.com/problems/check-if-word-is-valid-after-substitutions/,tree,tree,unknown,coding,,,,,,,
lc-1004,1004,max-consecutive-ones-iii,Max Consecutive Ones Iii,https://leetcode.com/problems/max-consecutive-ones-iii/,unknown,,unknown,coding,,,,,,,
lc-1005,1005,maximize-sum-of-array-after-k-negations,Maximize Sum Of Array After K Negations,https://leetcode.com/problems/maximize-sum-of-array-after-k-negations/,arrays,arrays,unknown,coding,,,,,,,
lc-1006,1006,clumsy-factorial,Clumsy Factorial,https://leetcode.com/problems/clumsy-factorial/,unknown,,unknown,coding,,,,,,,
lc-1007,1007,minimum-domino-rotations-for-equal-row,Minimum Domino Rotations For Equal Row,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row/,unknown,,unknown,coding,,,,,,,
lc-1008,1008,construct-binary-search-tree-from-preorder-traversal,Construct Binary Search Tree From Preorder Traversal,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal/,tree,tree,unknown,coding,,,,,,,
lc-1009,1009,complement-of-base-10-integer,Complement Of Base 10 Integer,https://leetcode.com/problems/complement-of-base-10-integer/,unknown,,unknown,coding,,,,,,,
lc-1010,1010,pairs-of-songs-with-total-durations-divisible-by-60,Pairs Of Songs With Total Durations Divisible By 60,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60/,unknown,,unknown,coding,,,,,,,
lc-1011,1011,capacity-to-ship-packages-within-d-days,Capacity To Ship Packages Within D Days,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/,unknown,,unknown,coding,,,,,,,
lc-1012,1012,numbers-with-repeated-digits,Numbers With Repeated Digits,https://leetcode.com/problems/numbers-with-repeated-digits/,unknown,,unknown,coding,,,,,,,
lc-1013,1013,partition-array-into-three-parts-with-equal-sum,Partition Array Into Three Parts With Equal Sum,https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum/,arrays,arrays,unknown,coding,,,,,,,
lc-1014,1014,best-sightseeing-pair,Best Sightseeing Pair,https://leetcode.com/problems/best-sightseeing-pair/,unknown,,unknown,coding,,,,,,,
lc-1015,1015,smallest-integer-divisible-by-k,Smallest Integer Divisible By K,https://leetcode.com/problems/smallest-integer-divisible-by-k/,unknown,,unknown,coding,,,,,,,
lc-1016,1016,binary-string-with-substrings-representing-1-to-n,Binary String With Substrings Representing 1 To N,https://leetcode.com/problems/binary-string-with-substrings-representing-1-to-n/,strings,"strings,sliding_window",unknown,coding,,,,,,,
lc-1017,1017,convert-to-base-2,Convert To Base 2,https://leetcode.com/problems/convert-to-base-2/,unknown,,unknown,coding,,,,,,,
lc-1018,1018,binary-prefix-divisible-by-5,Binary Prefix Divisible By 5,https://leetcode.com/problems/binary-prefix-divisible-by-5/,unknown,,unknown,coding,,,,,,,
lc-1019,1019,next-greater-node-in-linked-list,Next Greater Node In Linked List,https://leetcode.com/problems/next-greater-node-in-linked-list/,linked_list,linked_list,unknown,coding,,,,,,,
lc-1020,1020,number-of-enclaves,Number Of Enclaves,https://leetcode.com/problems/number-of-enclaves/,unknown,,unknown,coding,,,,,,,
lc-1021,1021,remove-outermost-parentheses,Remove Outermost Parentheses,https://leetcode.com/problems/remove-outermost-parentheses/,unknown,,unknown,coding,,,,,,,
lc-1022,1022,sum-of-root-to-leaf-binary-numbers,Sum Of Root To Leaf Binary Numbers,https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers/,unknown,,unknown,coding,,,,,,,
lc-1023,1023,camelcase-matching,Camelcase Matching,https://leetcode.com/problems/camelcase-matching/,unknown,,unknown,coding,,,,,,,
lc-1024,1024,video-stitching,Video Stitching,https://leetcode.com/problems/video-stitching/,unknown,,unknown,coding,,,,,,,
lc-1025,1025,divisor-game,Divisor Game,https://leetcode.com/problems/divisor-game/,unknown,,unknown,coding,,,,,,,
lc-1026,1026,maximum-difference-between-node-and-ancestor,Maximum Difference Between Node And Ancestor,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor/,unknown,,unknown,coding,,,,,,,
lc-1027,1027,longest-arithmetic-subsequence,Longest Arithmetic Subsequence,https://leetcode.com/problems/longest-arithmetic-subsequence/,unknown,,unknown,coding,,,,,,,
lc-1028,1028,recover-a-tree-from-preorder-traversal,Recover A Tree From Preorder Traversal,https://leetcode.com/problems/recover-a-tree-from-preorder-traversal/,tree,tree,unknown,coding,,,,,,,
lc-1029,1029,two-city-scheduling,Two City Scheduling,https://leetcode.com/problems/two-city-scheduling/,unknown,,unknown,coding,,,,,,,
lc-1030,1030,matrix-cells-in-distance-order,Matrix Cells In Distance Order,https://leetcode.com/problems/matrix-cells-in-distance-order/,arrays,"arrays,matrix",unknown,coding,,,,,,,
lc-1031,1031,maximum-sum-of-two-non-overlapping-subarrays,Maximum Sum Of Two Non Overlapping Subarrays,https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays/,arrays,arrays,unknown,coding,,,,,,,
lc-1032,1032,stream-of-characters,Stream Of Characters,https://leetcode.com/problems/stream-of-characters/,unknown,,unknown,coding,,,,,,,
lc-1033,1033,moving-stones-until-consecutive,Moving Stones Until Consecutive,https://leetcode.com/problems/moving-stones-until-consecutive/,unknown,,unknown,coding,,,,,,,
lc-1034,1034,coloring-a-border,Coloring A Border,https://leetcode.com/problems/coloring-a-border/,unknown,,unknown,coding,,,,,,,
lc-1035,1035,uncrossed-lines,Uncrossed Lines,https://leetcode.com/problems/uncrossed-lines/,unknown,,unknown,coding,,,,,,,
lc-1036,1036,escape-a-large-maze,Escape A Large Maze,https://leetcode.com/problems/escape-a-large-maze/,unknown,,unknown,coding,,,,,,,
lc-1037,1037,valid-boomerang,Valid Boomerang,https://leetcode.com/problems/valid-boomerang/,unknown,,unknown,coding,,,,,,,
lc-1038,1038,binary-search-tree-to-greater-sum-tree,Binary Search Tree To Greater Sum Tree,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree/,tree,tree,unknown,coding,,,,,,,
lc-1039,1039,minimum-score-triangulation-of-polygon,Minimum Score Triangulation Of Polygon,https://leetcode.com/problems/minimum-score-triangulation-of-polygon/,unknown,,unknown,coding,,,,,,,
lc-1040,1040,moving-stones-until-consecutive-ii,Moving Stones Until Consecutive Ii,https://leetcode.com/problems/moving-stones-until-consecutive-ii/,unknown,,unknown,coding,,,,,,,
lc-1041,1041,robot-bounded-in-circle,Robot Bounded In Circle,https://leetcode.com/problems/robot-bounded-in-circle/,unknown,,unknown,coding,,,,,,,
lc-1042,1042,flower-planting-with-no-adjacent,Flower Planting With No Adjacent,https://leetcode.com/problems/flower-planting-with-no-adjacent/,unknown,,unknown,coding,,,,,,,
lc-1043,1043,partition-array-for-maximum-sum,Partition Array For Maximum Sum,https://leetcode.com/problems/partition-array-for-maximum-sum/,arrays,arrays,unknown,coding,,,,,,,
lc-1044,1044,longest-duplicate-substring,Longest Duplicate Substring,https://leetcode.com/problems/longest-duplicate-substring/,strings,"strings,sliding_window",unknown,coding,,,,,,,
lc-1045,1045,customers-who-bought-all-products,Customers Who Bought All Products,https://leetcode.com/problems/customers-who-bought-all-products/,unknown,,unknown,coding,,,,,,,
lc-1046,1046,last-stone-weight,Last Stone Weight,https://leetcode.com/problems/last-stone-weight/,unknown,,unknown,coding,,,,,,,
lc-1047,1047,remove-all-adjacent-duplicates-in-string,Remove All Adjacent Duplicates In String,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string/,strings,strings,unknown,coding,,,,,,,
lc-1048,1048,longest-string-chain,Longest String Chain,https://leetcode.com/problems/longest-string-chain/,strings,strings,unknown,coding,,,,,,,
lc-1049,1049,last-stone-weight-ii,Last Stone Weight Ii,https://leetcode.com/problems/last-stone-weight-ii/,unknown,,unknown,coding,,,,,,,
lc-1050,1050,actors-and-directors-who-cooperated-at-least-three-times,Actors And Directors Who Cooperated At Least Three Times,https://leetcode.com/problems/actors-and-directors-who-cooperated-at-least-three-times/,unknown,,unknown,coding,,,,,,,
lc-1051,1051,height-checker,Height Checker,https://leetcode.com/problems/height-checker/,unknown,,unknown,coding,,,,,,,
lc-1052,1052,grumpy-bookstore-owner,Grumpy Bookstore Owner,https://leetcode.com/problems/grumpy-bookstore-owner/,unknown,,unknown,coding,,,,,,,
lc-1053,1053,previous-permutation-with-one-swap,Previous Permutation With One Swap,https://leetcode.com/problems/previous-permutation-with-one-swap/,unknown,,unknown,coding,,,,,,,
lc-1054,1054,distant-barcodes,Distant Barcodes,https://leetcode.com/problems/distant-barcodes/,unknown,,unknown,coding,,,,,,,
lc-1055,1055,shortest-way-to-form-string,Shortest Way To Form String,https://leetcode.com/problems/shortest-way-to-form-string/,strings,strings,unknown,coding,,,,,,,
lc-1056,1056,confusing-number,Confusing Number,https://leetcode.com/problems/confusing-number/,unknown,,unknown,coding,,,,,,,
lc-1057,1057,campus-bikes,Campus Bikes,https://leetcode.com/problems/campus-bikes/,unknown,,unknown,coding,,,,,,,
lc-1058,1058,minimize-rounding-error-to-meet-target,Minimize Rounding Error To Meet Target,https://leetcode.com/problems/minimize-rounding-error-to-meet-target/,unknown,,unknown,coding,,,,,,,
lc-1059,1059,all-paths-from-source-lead-to-destination,All Paths From Source Lead To Destination,https://leetcode.com/problems/all-paths-from-source-lead-to-destination/,unknown,,unknown,coding,,,,,,,
lc-1060,1060,missing-element-in-sorted-array,Missing Element In Sorted Array,https://leetcode.com/problems/missing-element-in-sorted-array/,arrays,arrays,unknown,coding,,,,,,,
lc-1061,1061,lexicographically-smallest-equivalent-string,Lexicographically Smallest Equivalent String,https://leetcode.com/problems/lexicographically-smallest-equivalent-string/,strings,strings,unknown,coding,,,,,,,
lc-1062,1062,longest-repeating-substring,Longest Repeating Substring,https://leetcode.com/problems/longest-repeating-substring/,strings,"strings,sliding_window",unknown,coding,,,,,,,
lc-1063,1063,number-of-valid-subarrays,Number Of Valid Subarrays,https://leetcode.com/problems/number-of-valid-subarrays/,arrays,arrays,unknown,coding,,,,,,,
lc-1064,1064,fixed-point,Fixed Point,https://leetcode.com/problems/fixed-point/,unknown,,unknown,coding,,,,,,,
lc-1065,1065,index-pairs-of-a-string,Index Pairs Of A String,https://leetcode.com/problems/index-pairs-of-a-string/,strings,strings,unknown,coding,,,,,,,
lc-1066,1066,campus-bikes-ii,Campus Bikes Ii,https://leetcode.com/problems/campus-bikes-ii/,unknown,,unknown,coding,,,,,,,
lc-1067,1067,digit-count-in-range,Digit Count In Range,https://leetcode.com/problems/digit-count-in-range/,unknown,,unknown,coding,,,,,,,
lc-1068,1068,product-sales-analysis-i,Product Sales Analysis I,https://leetcode.com/problems/product-sales-analysis-i/,unknown,,unknown,coding,,,,,,,
lc-1069,1069,product-sales-analysis-ii,Product Sales Analysis Ii,https://leetcode.com/problems/product-sales-analysis-ii/,unknown,,unknown,coding,,,,,,,
lc-1070,1070,product-sales-analysis-iii,Product Sales Analysis Iii,https://leetcode.com/problems/product-sales-analysis-iii/,unknown,,unknown,coding,,,,,,,
lc-1071,1071,greatest-common-divisor-of-strings,Greatest Common Divisor Of Strings,https://leetcode.com/problems/greatest-common-divisor-of-strings/,strings,strings,unknown,coding,,,,,,,
lc-1072,1072,flip-columns-for-maximum-number-of-equal-rows,Flip Columns For Maximum Number Of Equal Rows,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows/,unknown,,unknown,coding,,,,,,,
lc-1073,1073,adding-two-negabinary-numbers,Adding Two Negabinary Numbers,https://leetcode.com/problems/adding-two-negabinary-numbers/,unknown,,unknown,coding,,,,,,,
lc-1074,1074,number-of-submatrices-that-sum-to-target,Number Of Submatrices That Sum To Target,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target/,unknown,,unknown,coding,,,,,,,
lc-1075,1075,project-employees-i,Project Employees I,https://leetcode.com/problems/project-employees-i/,unknown,,unknown,coding,,,,,,,
lc-1076,1076,project-employees-ii,Project Employees Ii,https://leetcode.com/problems/project-employees-ii/,unknown,,unknown,coding,,,,,,,
lc-1077,1077,project-employees-iii,Project Employees Iii,https://leetcode.com/problems/project-employees-iii/,unknown,,unknown,coding,,,,,,,
lc-1078,1078,occurrences-after-bigram,Occurrences After Bigram,https://leetcode.com/problems/occurrences-after-bigram/,unknown,,unknown,coding,,,,,,,
lc-1079,1079,letter-tile-possibilities,Letter Tile Possibilities,https://leetcode.com/problems/letter-tile-possibilities/,unknown,,unknown,coding,,,,,,,
lc-1080,1080,insufficient-nodes-in-root-to-leaf-paths,Insufficient Nodes In Root To Leaf Paths,https://leetcode.com/problems/insufficient-nodes-in-root-to-leaf-paths/,unknown,,unknown,coding,,,,,,,
lc-1081,1081,smallest-subsequence-of-distinct-characters,Smallest Subsequence Of Distinct Characters,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters/,unknown,,unknown,coding,,,,,,,
lc-1082,1082,sales-analysis-i,Sales Analysis I,https://leetcode.com/problems/sales-analysis-i/,unknown,,unknown,coding,,,,,,,
lc-1083,1083,sales-analysis-ii,Sales Analysis Ii,https://leetcode.com/problems/sales-analysis-ii/,unknown,,unknown,coding,,,,,,,
lc-1084,1084,sales-analysis-iii,Sales Analysis Iii,https://leetcode.com/problems/sales-analysis-iii/,unknown,,unknown,coding,,,,,,,
lc-1085,1085,sum-of-digits-in-the-minimum-number,Sum Of Digits In The Minimum Number,https://leetcode.com/problems/sum-of-digits-in-the-minimum-number/,unknown,,unknown,coding,,,,,,,
lc-1086,1086,high-five,High Five,https://leetcode.com/problems/high-five/,unknown,,unknown,coding,,,,,,,
lc-1087,1087,brace-expansion,Brace Expansion,https://leetcode.com/problems/brace-expansion/,unknown,,unknown,coding,,,,,,,
lc-1088,1088,confusing-number-ii,Confusing Number Ii,https://leetcode.com/problems/confusing-number-ii/,unknown,,unknown,coding,,,,,,,
lc-1089,1089,duplicate-zeros,Duplicate Zeros,https://leetcode.com/problems/duplicate-zeros/,unknown,,unknown,coding,,,,,,,
lc-1090,1090,largest-values-from-labels,Largest Values From Labels,https://leetcode.com/problems/largest-values-from-labels/,unknown,,unknown,coding,,,,,,,
lc-1091,1091,shortest-path-in-binary-matrix,Shortest Path In Binary Matrix,https://leetcode.com/problems/shortest-path-in-binary-matrix/,arrays,"arrays,matrix",unknown,coding,,,,,,,
lc-1092,1092,shortest-common-supersequence,Shortest Common Supersequence,https://leetcode.com/problems/shortest-common-supersequence/,unknown,,unknown,coding,,,,,,,
lc-1093,1093,statistics-from-a-large-sample,Statistics From A Large Sample,https://leetcode.com/problems/statistics-from-a-large-sample/,unknown,,unknown,coding,,,,,,,
lc-1094,1094,car-pooling,Car Pooling,https://leetcode.com/problems/car-pooling/,unknown,,unknown,coding,,,,,,,
lc-1095,1095,find-in-mountain-array,Find In Mountain Array,https://leetcode.com/problems/find-in-mountain-array/,arrays,arrays,unknown,coding,,,,,,,
lc-1096,1096,brace-expansion-ii,Brace Expansion Ii,https://leetcode.com/problems/brace-expansion-ii/,unknown,,unknown,coding,,,,,,,
lc-1097,1097,game-play-analysis-v,Game Play Analysis V,https://leetcode.com/problems/game-play-analysis-v/,unknown,,unknown,coding,,,,,,,
lc-1098,1098,unpopular-books,Unpopular Books,https://leetcode.com/problems/unpopular-books/,unknown,,unknown,coding,,,,,,,
lc-1099,1099,two-sum-less-than-k,Two Sum Less Than K,https://leetcode.com/problems/two-sum-less-than-k/,hashmap,"arrays,two_pointers,hashmap",unknown,coding,,,,,,,
lc-1100,1100,find-k-length-substrings-with-no-repeated-characters,Find K Length Substrings With No Repeated Characters,https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters/,strings,"strings,sliding_window",unknown,coding,,,,,,,
lc-1101,1101,the-earliest-moment-when-everyone-become-friends,The Earliest Moment When Everyone Become Friends,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends/,unknown,,unknown,coding,,,,,,,
lc-1102,1102,path-with-maximum-minimum-value,Path With Maximum Minimum Value,https://leetcode.com/problems/path-with-maximum-minimum-value/,unknown,,unknown,coding,,,,,,,
lc-1103,1103,distribute-candies-to-people,Distribute Candies To People,https://leetcode.com/problems/distribute-candies-to-people/,unknown,,unknown,coding,,,,,,,
lc-1104,1104,path-in-zigzag-labelled-binary-tree,Path In Zigzag Labelled Binary Tree,https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree/,tree,tree,unknown,coding,,,,,,,
lc-1105,1105,filling-bookcase-shelves,Filling Bookcase Shelves,https://leetcode.com/problems/filling-bookcase-shelves/,unknown,,unknown,coding,,,,,,,
lc-1106,1106,parsing-a-boolean-expression,Parsing A Boolean Expression,https://leetcode.com/problems/parsing-a-boolean-expression/,unknown,,unknown,coding,,,,,,,
lc-1107,1107,new-users-daily-count,New Users Daily Count,https://leetcode.com/problems/new-users-daily-count/,unknown,,unknown,coding,,,,,,,
lc-1108,1108,defanging-an-ip-address,Defanging An Ip Address,https://leetcode.com/problems/defanging-an-ip-address/,unknown,,unknown,coding,,,,,,,
lc-1109,1109,corporate-flight-bookings,Corporate Flight Bookings,https://leetcode.com/problems/corporate-flight-bookings/,unknown,,unknown,coding,,,,,,,
lc-1110,1110,delete-nodes-and-return-forest,Delete Nodes And Return Forest,https://leetcode.com/problems/delete-nodes-and-return-forest/,unknown,,unknown,coding,,,,,,,
lc-1111,1111,maximum-nesting-depth-of-two-valid-parentheses-strings,Maximum Nesting Depth Of Two Valid Parentheses Strings,https://leetcode.com/problems/maximum-nesting-depth-of-two-valid-parentheses-strings/,strings,strings,unknown,coding,,,,,,,
lc-1112,1112,highest-grade-for-each-student,Highest Grade For Each Student,https://leetcode.com/problems/highest-grade-for-each-student/,unknown,,unknown,coding,,,,,,,
lc-1113,1113,reported-posts,Reported Posts,https://leetcode.com/problems/reported-posts/,unknown,,unknown,coding,,,,,,,
lc-1114,1114,print-in-order,Print In Order,https://leetcode.com/problems/print-in-order/,unknown,,unknown,coding,,,,,,,
lc-1115,1115,print-foobar-alternately,Print Foobar Alternately,https://leetcode.com/problems/print-foobar-alternately/,unknown,,unknown,coding,,,,,,,
lc-1116,1116,print-zero-even-odd,Print Zero Even Odd,https://leetcode.com/problems/print-zero-even-odd/,unknown,,unknown,coding,,,,,,,
lc-1117,1117,building-h2o,Building H2o,https://leetcode.com/problems/building-h2o/,unknown,,unknown,coding,,,,,,,
lc-1118,1118,number-of-days-in-a-month,Number Of Days In A Month,https://leetcode.com/problems/number-of-days-in-a-month/,unknown,,unknown,coding,,,,,,,
lc-1119,1119,remove-vowels-from-a-string,Remove Vowels From A String,https://leetcode.com/problems/remove-vowels-from-a-string/,strings,strings,unknown,coding,,,,,,,
lc-1120,1120,maximum-average-subtree,Maximum Average Subtree,https://leetcode.com/problems/maximum-average-subtree/,tree,tree,unknown,coding,,,,,,,
lc-1121,1121,divide-array-into-increasing-sequences,Divide Array Into Increasing Sequences,https://leetcode.com/problems/divide-array-into-increasing-sequences/,arrays,arrays,unknown,coding,,,,,,,
lc-1122,1122,relative-sort-array,Relative Sort Array,https://leetcode.com/problems/relative-sort-array/,arrays,arrays,unknown,coding,,,,,,,
lc-1123,1123,lowest-common-ancestor-of-deepest-leaves,Lowest Common Ancestor Of Deepest Leaves,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves/,unknown,,unknown,coding,,,,,,,
lc-1124,1124,longest-well-performing-interval,Longest Well Performing Interval,https://leetcode.com/problems/longest-well-performing-interval/,unknown,,unknown,coding,,,,,,,
